label,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z
pushup,0.5637136459350586,0.15420196851094564,0.00033523887395858765,0.6182936668395996,0.09508094787597657,0.00034108199179172516,0.5250501155853271,0.08945255279541016,5.198338840273209e-05,0.7163285255432129,0.023918692270914713,0.0013851553667336702,0.4507955551147461,0.008505948384602864,4.17168703279458e-05,0.7991466522216797,0.020887438456217447,0.01901746727526188,0.3403147220611572,0.0,0.004211186431348324,0.8292371749877929,0.23285307884216308,0.5952692627906799,0.1947335720062256,0.06494633356730144,0.12754513323307037,0.6715589046478272,0.6154569625854492,0.8110693693161011,0.1201744794845581,0.289054266611735,0.458285391330719,0.6780564785003662,0.33683897654215494,0.9808222651481628,0.37978198528289797,0.31301631927490237,0.9583830237388611,0.66179518699646,0.8580320994059245,0.7615289688110352,0.3497954845428467,0.8430984497070313,0.5880846977233887,0.6224933624267578,1.0,0.07728518545627594,0.3967911720275879,1.0,0.04784662276506424
pushup,0.5563161849975586,0.15663026173909506,0.00010318168642697856,0.603788423538208,0.10775340398152669,8.065438305493444e-05,0.5266515254974365,0.10154927571614583,1.4164064850774594e-05,0.6919095039367675,0.042229111989339194,0.0007551073213107884,0.46677274703979493,0.02440983454386393,2.6822663130587898e-05,0.7707056045532227,0.029310321807861327,0.017015088349580765,0.3560808181762695,0.0,0.005077218171209097,0.8099456787109375,0.22412896156311035,0.7005084156990051,0.21871476173400878,0.07554101943969727,0.24754661321640015,0.6748666763305664,0.5910154342651367,0.8626257181167603,0.1453704595565796,0.29992853800455727,0.6168215870857239,0.6694457054138183,0.35633598963419594,0.9860227108001709,0.39509172439575196,0.3423527717590332,0.9732879400253296,0.6926318645477295,0.8039188385009766,0.7442610263824463,0.3829801559448242,0.8168347676595052,0.6141486763954163,0.6631518840789795,0.8698796590169271,0.08340298384428024,0.4266820907592773,0.9218818664550781,0.05741701275110245
pushup,0.49182853698730467,0.11960525512695312,7.860029290895909e-05,0.533732557296753,0.06944144566853841,2.809323268593289e-05,0.45715956687927245,0.06803995768229167,1.413810059602838e-05,0.6133553504943847,0.009748013814290364,0.00017099143587984145,0.38555021286010743,0.004512945810953776,4.0789844206301495e-05,0.7135968685150147,0.007661565144856771,0.012451829388737679,0.29383602142333987,0.0,0.005751072429120541,0.8075655937194824,0.21194594701131184,0.6424815058708191,0.19562187194824218,0.10010881423950195,0.35334038734436035,0.6618675231933594,0.5850777943929036,0.8495030403137207,0.15095272064208984,0.37231661478678385,0.7060535550117493,0.6376905918121338,0.37004372278849285,0.9804831743240356,0.3566006660461426,0.35832881927490234,0.9712947010993958,0.6234392642974853,0.7992770512898763,0.5911999344825745,0.32631239891052244,0.8156354904174805,0.48368048667907715,0.5833475589752197,0.8514070510864258,0.042447928339242935,0.36628046035766604,0.8848644892374674,0.03057865984737873
pushup,0.4622937202453613,0.029099146525065105,9.659081842983142e-05,0.5278366088867188,0.0,3.695627674460411e-05,0.4161489486694336,0.0,1.785485801519826e-05,0.6526496887207032,0.0,0.00016972830053418875,0.3471712112426758,0.0,5.315997623256408e-05,0.7358413696289062,0.0,0.00610685721039772,0.2470852851867676,0.0,0.007671252358704805,0.7751662254333496,0.17555888493855795,0.518432080745697,0.17970542907714843,0.1525751749674479,0.5158559679985046,0.7195876121520997,0.5208059310913086,0.8929123282432556,0.3666547775268555,0.5539176305135091,0.8858819007873535,0.6606429100036622,0.3864225069681803,0.9548176527023315,0.33082942962646483,0.38824955622355145,0.9544055461883545,0.6793007373809814,0.7770451863606771,0.3596358597278595,0.3300968647003174,0.8086087544759114,0.395936518907547,0.6112093448638916,0.862947146097819,0.016847221180796623,0.38949697017669677,0.9171887715657552,0.017666256055235863
pushup,0.45724711418151853,0.029848353068033854,0.00031058533932082355,0.506065034866333,0.0,8.988309855340049e-05,0.43164658546447754,0.0,4.707118932856247e-05,0.5929437637329101,0.0,0.0005064087454229593,0.37580046653747556,0.0,0.000149341591168195,0.6816428661346435,0.0,0.05329905077815056,0.26427175998687746,0.0,0.0310053713619709,0.7561524391174317,0.18238935470581055,0.7807179093360901,0.23518650531768798,0.15874691009521485,0.5875224471092224,0.6298198699951172,0.5550462086995442,0.9272897243499756,0.3435803413391113,0.48408600489298503,0.8534523844718933,0.5917671203613282,0.33809432983398435,0.9841716885566711,0.31879391670227053,0.3303704579671224,0.9780216217041016,0.576997947692871,0.7765570322672526,0.7073048949241638,0.33385653495788575,0.7787821451822917,0.6537739634513855,0.5238221168518067,0.8403881708780925,0.062305107712745667,0.43606858253479003,0.8567065556844076,0.052597980946302414
pushup,0.4750415802001953,0.06741657257080078,1.9731700376723893e-05,0.5105568885803222,0.02357616424560547,4.729012744064676e-06,0.4470848560333252,0.02507187525431315,2.7174808110430604e-06,0.5869476795196533,0.0,6.446513725677505e-05,0.3909944772720337,0.0,2.8180009394418448e-05,0.6720443725585937,0.0,0.01134161464869976,0.2877403736114502,0.0,0.006759175565093756,0.7290457248687744,0.12877257664998373,0.7572288513183594,0.24063684940338134,0.16183058420817056,0.5269625782966614,0.6528561115264893,0.4770841598510742,0.9433346390724182,0.3153283357620239,0.49097900390625,0.872790515422821,0.5962785720825196,0.3320279121398926,0.9911718964576721,0.34628934860229493,0.34357500076293945,0.9873875975608826,0.5871426582336425,0.826971435546875,0.7902407050132751,0.38807992935180663,0.8579294840494792,0.7324336767196655,0.5411307334899902,1.0,0.05057268962264061,0.455377197265625,1.0,0.03971133008599281
pushup,0.388745641708374,0.048203659057617185,6.26764158369042e-05,0.4129880428314209,0.005953152974446614,1.7832684534369037e-05,0.36479241847991944,0.013877232869466146,5.231742306932574e-06,0.4849836349487305,0.0,0.0002505460288375616,0.3305561065673828,0.0,3.0701405194122344e-05,0.6003365516662598,0.0,0.02933773398399353,0.26088504791259765,0.0,0.01814456284046173,0.6947004795074463,0.1011383056640625,0.8615269064903259,0.21287922859191893,0.16391229629516602,0.718757688999176,0.6883156299591064,0.40864461263020835,0.9712895154953003,0.27100486755371095,0.5183950424194336,0.943018913269043,0.5931159496307373,0.2836947758992513,0.9917958378791809,0.37596883773803713,0.3001657485961914,0.9893815517425537,0.5886212825775147,0.7274136225382487,0.9302284121513367,0.41261987686157225,0.7591145833333334,0.9243370294570923,0.5656054496765137,0.9786576588948568,0.19588728249073029,0.4710946559906006,1.0,0.19492188096046448
pushup,0.4061601161956787,0.0445556640625,8.01355199655518e-05,0.42978968620300295,0.0006361007690429688,1.6636278814985417e-05,0.3785328149795532,0.007313855489095052,8.487694685754832e-06,0.4952863693237305,0.0,0.000160934345331043,0.3360944986343384,0.0,5.994426101096906e-05,0.5984870910644531,0.0,0.026384171098470688,0.26417586803436277,0.0,0.028624216094613075,0.6866450309753418,0.0740271250406901,0.8358832001686096,0.20549535751342773,0.16830037434895834,0.7999417781829834,0.707999324798584,0.3551524480183919,0.9628815650939941,0.24632840156555175,0.5308433850606282,0.9570409059524536,0.601801872253418,0.254361883799235,0.991797685623169,0.3878678560256958,0.27621552149454753,0.9917144179344177,0.6138383865356445,0.7025529225667317,0.9426441192626953,0.4311838626861572,0.7385603586832682,0.9502267241477966,0.5913602352142334,0.941627311706543,0.24895179271697998,0.4789735794067383,0.9930183410644531,0.27691566944122314
pushup,0.44885821342468263,0.05089899698893229,3.178402403136715e-05,0.4727489948272705,0.010947513580322265,7.900111995695625e-06,0.42113871574401857,0.017112159729003908,4.754957444674801e-06,0.5311782360076904,0.0,0.00010566094715613872,0.36981658935546874,0.0,4.7792498662602156e-05,0.6213198661804199,0.0,0.017675839364528656,0.2885231256484985,0.0,0.011662905104458332,0.7038149833679199,0.08374621073404948,0.7813001275062561,0.22221596240997316,0.1466062545776367,0.5937246084213257,0.6869484901428222,0.3927087148030599,0.9426184892654419,0.22681424617767335,0.46809940338134765,0.8984378576278687,0.5847199440002442,0.26327953338623045,0.9931299090385437,0.37348740100860595,0.2811450958251953,0.9907316565513611,0.59205322265625,0.6831085840861003,0.9703145623207092,0.4254616737365723,0.7172029495239258,0.9642390608787537,0.5566354751586914,0.9275704701741536,0.494819700717926,0.4746272087097168,0.9735929489135742,0.4640103876590729
pushup,0.4663092136383057,0.03285703659057617,4.6820125135127455e-05,0.49064273834228517,0.0,8.418366633122787e-06,0.44227161407470705,0.0019242604573567708,1.0815362657012884e-05,0.5382561683654785,0.0,8.523328142473474e-05,0.3885177135467529,0.0,0.00011679832823574543,0.612275218963623,0.0,0.019288964569568634,0.3143824577331543,0.0,0.021872850134968758,0.7023717403411865,0.09586254755655925,0.7156482338905334,0.2717118263244629,0.11984891891479492,0.699700117111206,0.6704867839813232,0.38975963592529295,0.907820463180542,0.2547498941421509,0.39720608393351237,0.9084361791610718,0.5844256401062011,0.2662644068400065,0.9967965483665466,0.39283769130706786,0.28469575246175133,0.996795117855072,0.5808869361877441,0.6290119171142579,0.9930940866470337,0.42914519309997556,0.6944793701171875,0.9936488270759583,0.549312162399292,0.8275033950805664,0.8916783928871155,0.4765011787414551,0.9334209442138672,0.8915439248085022
